"data_group","file_path","source_kind","suite_from_name","k_from_name","line_no","key","value"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","min_p","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","model","'qwen3-8B'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","num_prompts","200"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","percentile_metrics","'ttft,tpot,itl'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","port","8000"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","profile","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","random_input_len","1024"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","random_output_len","128"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","random_prefix_len","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","random_range_ratio","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","request_rate","16.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","result_dir","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","result_filename","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","save_detailed","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","save_result","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","seed","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","served_model_name","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","sharegpt_output_len","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","sonnet_input_len","550"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","sonnet_output_len","150"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","sonnet_prefix_len","200"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","subparser","'bench'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","temperature","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","tokenizer","'/mnt/ky2307909/siyuan.tong/Qwen3-8B'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","tokenizer_mode","'auto'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","top_k","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","top_p","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","trust_remote_code","True"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k2.log","bench","A_FP_ON_MQA_ON","2","20","use_beam_search","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","append_result","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","base_url","'http://127.0.0.1:8000'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","bench_type","'serve'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","burstiness","1.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","dataset_name","'sharegpt'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","dataset_path","'/mnt/ky2307909/siyuan.tong/dataset/ShareGPT_V3_unfiltered_cleaned_split.json'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","disable_tqdm","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","dispatch_function","<function BenchmarkServingSubcommand.cmd at 0xfffc0483b490>"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","endpoint","'/v1/completions'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","endpoint_type","'vllm'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","goodput","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","hf_output_len","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","hf_split","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","hf_subset","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","host","'127.0.0.1'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","ignore_eos","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","label","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","logprobs","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","lora_modules","None)"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","max_concurrency","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","metadata","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","metric_percentiles","'99'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","min_p","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","model","'qwen3-8B'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","num_prompts","200"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","percentile_metrics","'ttft,tpot,itl'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","port","8000"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","profile","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","random_input_len","1024"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","random_output_len","128"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","random_prefix_len","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","random_range_ratio","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","request_rate","16.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","result_dir","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","result_filename","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","save_detailed","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","save_result","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","seed","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","served_model_name","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","sharegpt_output_len","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","sonnet_input_len","550"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","sonnet_output_len","150"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","sonnet_prefix_len","200"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","subparser","'bench'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","temperature","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","tokenizer","'/mnt/ky2307909/siyuan.tong/Qwen3-8B'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","tokenizer_mode","'auto'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","top_k","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","top_p","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","trust_remote_code","True"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","20","use_beam_search","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","append_result","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","base_url","'http://127.0.0.1:8000'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","bench_type","'serve'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","burstiness","1.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","dataset_name","'sharegpt'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","dataset_path","'/mnt/ky2307909/siyuan.tong/dataset/ShareGPT_V3_unfiltered_cleaned_split.json'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","disable_tqdm","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","dispatch_function","<function BenchmarkServingSubcommand.cmd at 0xfffc1fbdb640>"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","endpoint","'/v1/completions'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","endpoint_type","'vllm'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","goodput","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","hf_output_len","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","hf_split","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","hf_subset","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","host","'127.0.0.1'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","ignore_eos","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","label","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","logprobs","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","lora_modules","None)"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","max_concurrency","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","metadata","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","metric_percentiles","'99'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","min_p","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","model","'qwen3-8B'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","num_prompts","200"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","percentile_metrics","'ttft,tpot,itl'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","port","8000"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","profile","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","random_input_len","1024"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","random_output_len","128"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","random_prefix_len","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","random_range_ratio","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","request_rate","16.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","result_dir","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","result_filename","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","save_detailed","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","save_result","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","seed","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","served_model_name","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","sharegpt_output_len","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","sonnet_input_len","550"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","sonnet_output_len","150"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","sonnet_prefix_len","200"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","20","subparser","'bench'"
