"data_group","file_path","source_kind","suite_from_name","k_from_name","key","last_line_no","last_value"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","hf_split","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","hf_subset","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","host","20","'127.0.0.1'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","ignore_eos","20","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","label","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","logprobs","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","lora_modules","20","None)"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","max_concurrency","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","metadata","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","metric_percentiles","20","'99'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","min_p","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","model","20","'qwen3-8B'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","num_prompts","20","200"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","percentile_metrics","20","'ttft,tpot,itl'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","port","20","8000"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","profile","20","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","random_input_len","20","1024"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","random_output_len","20","128"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","random_prefix_len","20","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","random_range_ratio","20","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","request_rate","20","16.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","result_dir","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","result_filename","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","save_detailed","20","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","save_result","20","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","seed","20","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","served_model_name","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","sharegpt_output_len","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","sonnet_input_len","20","550"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","sonnet_output_len","20","150"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","sonnet_prefix_len","20","200"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","subparser","20","'bench'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","temperature","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","tokenizer","20","'/mnt/ky2307909/siyuan.tong/Qwen3-8B'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","tokenizer_mode","20","'auto'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","top_k","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","top_p","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","trust_remote_code","20","True"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k4.log","bench","A_FP_ON_MQA_ON","4","use_beam_search","20","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","append_result","20","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","base_url","20","'http://127.0.0.1:8000'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","bench_type","20","'serve'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","burstiness","20","1.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","dataset_name","20","'sharegpt'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","dataset_path","20","'/mnt/ky2307909/siyuan.tong/dataset/ShareGPT_V3_unfiltered_cleaned_split.json'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","disable_tqdm","20","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","dispatch_function","20","<function BenchmarkServingSubcommand.cmd at 0xfffc1fbdb640>"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","endpoint","20","'/v1/completions'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","endpoint_type","20","'vllm'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","goodput","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","hf_output_len","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","hf_split","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","hf_subset","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","host","20","'127.0.0.1'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","ignore_eos","20","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","label","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","logprobs","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","lora_modules","20","None)"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","max_concurrency","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","metadata","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","metric_percentiles","20","'99'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","min_p","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","model","20","'qwen3-8B'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","num_prompts","20","200"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","percentile_metrics","20","'ttft,tpot,itl'"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","port","20","8000"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","profile","20","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","random_input_len","20","1024"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","random_output_len","20","128"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","random_prefix_len","20","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","random_range_ratio","20","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","request_rate","20","16.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","result_dir","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","result_filename","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","save_detailed","20","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","save_result","20","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","seed","20","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","served_model_name","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","sharegpt_output_len","20","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","sonnet_input_len","20","550"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","sonnet_output_len","20","150"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","sonnet_prefix_len","20","200"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\bench_A_FP_ON_MQA_ON_k8.log","bench","A_FP_ON_MQA_ON","8","subparser","20","'bench'"
